Fecha y Hora | Usuario | Dominio | IP Remota | Protocolo | Estado
2024-10-05 11:02:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 11:01:41 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 11:01:41 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 10:55:35 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 10:55:35 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 10:32:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 10:32:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 10:02:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 10:02:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 09:32:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 09:32:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 09:02:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 09:02:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 08:58:18 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 08:58:18 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 08:32:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 08:32:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 08:02:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 08:02:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 08:02:24 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 08:02:24 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 08:02:19 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 08:02:19 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 07:32:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 07:32:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 07:22:41 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 07:22:41 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 07:22:41 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 07:22:41 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 07:02:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 07:02:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 06:32:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 06:32:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 06:02:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 06:02:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 06:01:41 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 06:01:41 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 05:32:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 05:32:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 05:14:53 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 05:14:53 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 05:14:53 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 05:14:53 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 05:02:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 05:02:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 04:59:45 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 04:59:45 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 04:41:26 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 04:41:26 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 04:41:26 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 04:41:26 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 04:34:04 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 04:34:04 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 04:32:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 04:32:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 04:02:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 04:02:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:35:02 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:35:02 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:34:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:34:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:34:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:34:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:34:55 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:34:55 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:34:55 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:34:55 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:32:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:32:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:12:52 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:12:52 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:02:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:02:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 03:00:45 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 03:00:45 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 02:32:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 02:32:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 02:02:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 02:02:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 01:56:24 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 01:56:24 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 01:32:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 01:32:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 01:02:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 01:02:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 01:01:46 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 01:01:46 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 01:01:41 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 01:01:41 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 01:01:35 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 01:01:35 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 00:33:28 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 00:33:28 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 00:32:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 00:32:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-05 00:02:52 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-05 00:02:52 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 23:31:36 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 23:31:36 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 23:31:34 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 23:31:34 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 23:31:34 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 23:31:34 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 23:02:52 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 23:02:52 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 22:34:50 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 22:34:50 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 22:32:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 22:32:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 22:02:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 22:02:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 21:32:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 21:32:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 21:26:00 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 21:26:00 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 21:25:55 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 21:25:55 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 21:02:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 21:02:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:54:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:54:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:54:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:54:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:54:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:54:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:54:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:54:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:46:52 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:46:52 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:32:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:32:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:29:46 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:29:46 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:17:05 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:17:05 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:02:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:02:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 20:01:37 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 20:01:37 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 19:56:07 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 19:56:07 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 19:32:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 19:32:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 19:32:17 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 19:32:17 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 19:23:30 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 19:23:30 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 19:11:57 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 19:11:57 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 19:02:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 19:02:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 18:45:05 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 18:45:05 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 18:32:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 18:32:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 18:02:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 18:02:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 18:02:19 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 18:02:19 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 17:57:02 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 17:57:02 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 17:37:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 17:37:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 17:36:43 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 17:36:43 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 17:32:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 17:32:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 17:24:30 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 17:24:30 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 17:02:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 17:02:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 17:00:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 17:00:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 17:00:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 17:00:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 16:34:05 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 16:34:05 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 16:32:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 16:32:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 16:30:20 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 16:30:20 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 16:27:47 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 16:27:47 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 16:23:12 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 16:23:12 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 16:12:47 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 16:12:47 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 16:05:20 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 16:05:20 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 16:02:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 16:02:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:50:20 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:50:20 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:35:20 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:35:20 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:32:51 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:32:51 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:28:19 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:28:19 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:28:17 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:28:17 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:27:47 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:27:47 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:17:49 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:17:49 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:15:46 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:15:46 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:15:17 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:15:17 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:15:10 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:15:10 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:15:10 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:15:10 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:15:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:15:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:15:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:15:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:15:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:15:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:13:16 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:13:16 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:11:47 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:11:47 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:11:44 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:11:44 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:11:44 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:11:44 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:10:49 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:10:49 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:10:22 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:10:22 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:09:17 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:09:17 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:09:06 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:09:06 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:08:02 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:08:02 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:07:50 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:07:50 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:07:48 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:07:48 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:07:48 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:07:48 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:07:18 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:07:18 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:07:05 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:07:05 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:07:04 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:07:04 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:05:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:05:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:03:19 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:03:19 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:03:18 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:03:18 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:02:48 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:02:48 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:02:16 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:02:16 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:02:16 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:02:16 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:02:01 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:02:01 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:02:01 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:02:01 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:38 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:38 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:36 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:36 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:25 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:25 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:24 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:24 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:23 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:23 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:23 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:23 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:23 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:23 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:23 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:23 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:01:12 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:01:12 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:00:56 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:00:56 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:00:38 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:00:38 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:00:18 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:00:18 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:00:09 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:00:09 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 15:00:08 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:00:08 | bufon53@live.cl | MicrosoftAccount | - | Desbloqueo | Éxito
2024-10-04 15:00:08 | bufon53@live.cl | MicrosoftAccount | - | Desbloqueo | Éxito
2024-10-04 15:00:08 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 15:00:08 | bufon53@live.cl | MicrosoftAccount | 127.0.0.1 | Otro (11) | Éxito
2024-10-04 15:00:08 | bufon53@live.cl | MicrosoftAccount | 127.0.0.1 | Otro (11) | Éxito
2024-10-04 14:59:50 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 14:59:50 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 14:59:48 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 14:59:48 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
2024-10-04 14:58:29 | Desconocido | Desconocido | - | Otro (Desconocido) | Con Privilegios
2024-10-04 14:58:29 | SYSTEM | NT AUTHORITY | - | Otro (5) | Éxito
